22415,Tangstedter Landstraße 38
40233,Erkrather Straße 87
12529,Karl-Marx-Straße 163
10827,Dominicusstraße 55
46145,Steinbrinkstraße 107
14057,Messedamm 10
47443,Römerstraße 600
76437,Rauentaler Straße 10
34130,Hohnemannstraße 2
69181,Rohrbacher Straße 77
04109,Jahnallee 2
80469,Papa-Schmid-Straße 1
45141,Gelsenkirchener Straße 32
10119,Rosenthaler Straße 2
91052,Theodor-von-Zahn-Straße 19
92318,Hallertorstraße 22
48159,Grevener Straße 175
10827,Dominicusstraße 54
70563,Katzenbachstraße 46
89420,Donauwörther Straße 15
55262,Mainzer Straße 20
71364,Waiblinger Straße 73
89073,Karlstraße 19
63654,Herrnhuter Straße 15
68167,Friedrich-Ebert-Straße 60
63303,Frankfurter Straße 57
38350,Südertor 11
49492,Kreuzstraße 18
56751,St. Georgenstraße 20-22
78532,Möhringer Straße 88
44225,Harkortstraße 90
47058,Mülheimer Straße 65
86842,Augsburger Straße 1C
32257,Fünfhausenstraße 22
38871,Rudolf-Breitscheid-Straße 17a
71272,Rutesheimer Straße 9
41065,Neusser Straße 128
81739,Gustav-Heinemann-Ring 125
97082,Hartmannstraße 24
89075,Poppenreuteweg 29
51379,Kölner Straße 66
42277,Westkotter Straße 95
10629,Wilmersdorfer Straße 75
65183,Feldstraße 19
74076,Salzstraße 42
81375,Guardinistraße 94
12529,Karl-Marx-Straße 163
25421,Waldenauer Marktplatz 2
85570,Marktplatz 18
26721,Neutorstraße 76
10827,Hauptstraße 54
80336,Pettenkoferstraße 1
12045,Weserstraße 157
25885,Hauptstraße 23
60598,Darmstädter Landstraße 106
12051,Hermannstraße 126
44263,Hermannstraße 63
66133,Kaiserstraße 69
91161,Altstadtring 31
86551,Bahnhofstraße 21
45665,Rosenstraße 19
73547,Hauptstraße 28
78315,Schützenstraße 95
20095,Schauenburgerstraße 55-57
90478,Stephanstraße 13
28259,Kirchhuchtinger Landstraße 133
81669,Aribonenstraße 18
44379,Frohlinder Straße 115 
69190,Heinrich-Lanz-Straße 6
10247,Frankfurter Allee 71-77
51063,Böckingstraße 44
86154,Tauscherstraße 1
90419,Schnieglinger Straße 5
82216,Bahnhofstraße 4
84072,Untere Hauptstraße 7
42117,Tiergartenstraße 292
10969,Ritterstraße 60b
24941,Schleswiger Straße 60a
22880,Rissener Straße 127
19258,Hauptstraße 18
50996,Maternusstraße 26
44145,Münsterstraße 77
79108,Wöhlerstraße 2
81827,Adlerstraße 1
94315,Schanzlweg 35
66115,Malstatter Markt 1
18182,Stralsunder Straße 35
50969,Vorgebirgstraße 179
24589,Kolberger Straße 5a
45891,Cranger Straße 373
56412,Hauptstraße 28
09119,Neefestraße 52
15320,Karl-Marx-Allee 12
10405,Marienburger Straße 48
44388,Werner Straße 4
60598,Ziegelhüttenweg 33
40210,Bismarckstraße 65
46045,Friedrich-Karl-Straße 28 
07552,Eisenberger Straße 9
30165,Jahnplatz 2a
86470,Bahnhofstraße 4
65795,Am Markt 17
81243,Limesstraße 110
91364,Hauptstraße 28
22457,Oldesloer Straße 33
06114,Mühlweg 22
97424,Werkstraße 1
70597,Jahnstraße 12
67269,Östlicher Graben 5
80802,Leopoldstraße 82
50999,Sürther Hauptstraße 64
50674,Aachener Straße 72
90461,Frankenstraße 139
84034,Luitpoldstraße 43
63225,Goethestraße 18
33605,Detmolder Straße 346
44225,Baroper Bahnhofstraße 58 
10629,Leibnizstraße 60
41334,Friedrichstraße 7
52428,Große Rurstraße 64
36404,Markt 37
80797,Schleißheimer Straße 96
03130,Bergmannstraße 6B
46049,Buschhausener Straße 16 
66564,Schönbachstraße 47
40215,Scheurenstraße 18
64283,Heidelberger Straße 15
36266,Hauptstraße 21
17034,Ihlenfelder Straße 15
12349,Buckower Damm 188-190
39418,Wasserturmstraße 1
15320,Karl-Marx-Allee 11
71032,Postplatz 9
50827,Subbelrather Straße 505
66111,Viktoriastraße 11
66557,Hirtenbergstraße 24
30419,Alte Stöckener Straße 15
79098,Schwabentorring 4
66115,Püttlinger Straße 2
63739,Roßmarkt 6
66280,Sulzbachtalstraße 138
10117,Taubenstraße 30
57584,Hauptstraße 44
10963,Dessauer Straße 3-5
01129,Hubertusplatz 1
81825,Truderinger Straße 274
53111,Adolfstraße 47
01097,Bischofsweg 26
23566,Marlistraße 44
10243,Warschauer Straße 22
85221,Erich-Ollenhauer-Straße 39
26871,Splitting links 10
96472,Schenkgasse 2
10997,Manteuffelstraße 111
76327,Karlsruher Straße 83
73733,Schenkenbergstraße 80
50126,Kölner Straße 12
14169,Berliner Straße 8a
63329,Ernst-Ludwig-Straße 67
82515,Hans-Urmiller-Ring 14
17034,Schimmelweg 9
40549,Eupener Straße 16
93152,Regensburger Straße 11
08525,Pausaer Straße 103
65195,Westendstraße 26
89231,Bahnhofstraße 75
59302,Marktpassage 2-3
79822,Salzstraße 9
33758,Oerlinghauser Straße 5
10625,Goethestraße 37-38
41236,Friedrich-Ebert-Straße 175
67549,Landgrafenstraße 62
77855,Hauptstraße 96
81673,Baumkirchner Straße 27
51065,Montanusstraße 51
47804,Zur Alten Schmiede 214
53340,Ahrstraße 9
50733,Sechzigstraße 37
61350,Gartenfeldstraße 51
53173,Bonner Straße 139
50679,Deutz-Kalker Straße 3-5
99625,Brückenstraße 10 
66125,Sulzbachtalstraße 129
10961,Blücherstraße 66
13125,Wiltbergstraße 2
17213,Kirchenstraße 7
10405,Wörther Straße 25
22337,Wellingsbütteler Landstraße 1
51377,Moosweg 4a
80335,Kreittmayrstraße 11
22549,Osdorfer Landstraße 239
01257,Straße des 17. Juni 12
83109,Bahnhofstraße 23
44649,Stöckstraße 72 
75031,Berliner Ring 21
58566,Friedrich-Ebert-Straße 199
50127,Köln-Aachener-Straße 192
44809,Dorstener Straße 226
74357,Hauptstraße 29
36110,Fraurombacher Straße 2
45701,Langenbochumer Straße 120
33813,Dalbker Straße 80
47057,Neudorfer Straße 19
66871,Kuseler Straße 31
33611,Beckhausstraße 22
52146,Lindenstraße 18
20537,Eiffestraße 99
42329,Kaiserstraße 95
23769,Süderstraße 19
50996,Maternusplatz 6
22391,Saseler Chaussee 88a
38226,Wilhelm-Kunze-Ring 2
52062,Templergraben 8
20146,Grindelallee 79
86199,Bobinger Straße 52
28277,Kattenturmer Heerstraße 257
79793,Grünweg 2
86179,Inninger Straße 2
10243,Am Ostbahnhof 9
97074,Rottendorfer Straße 48
56462,Rheinstraße 5
21614,Hastedtstraße 3
76706,Friedrichstraße 1
63303,Frankfurter Straße  2
65779,Hauptstraße 8
53773,Frankfurter Straße 15b
44894,Werner Hellweg 489
58135,Voerder Straße 10
10178,Memhardstraße 3
91452,Marktplatz 2
90762,Kurgartenstraße 34
40233,Birkenstraße 69
60486,Ohmstraße 46
47179,Friedrich-Ebert-Straße 197
01157,Rudolf-Renner-Straße 16
12347,Britzer Damm 78
10437,Eberswalder Straße 27
38527,Wendener Straße 6
90478,Zerzabelshofstraße 9
44894,Werner Hellweg 514
44789,Universitätsstraße 20
81825,Feldbergstraße 90
06217,Bahnhofsplatz 1
40764,Zum Stadion 71
85354,Unterer Graben 37
26382,Marktstraße 51
10777,Maaßenstraße 5
59065,Antonistraße 6a
51377,Kalkstraße 17
49565,Am Markt 29
12559,Wendenschloßstraße 53
51503,Hauptstraße 279a
65195,Gabelsbergerstraße 2
35398,Wetzlarer Straße 108
44225,Baroper Bahnhofstraße 58/60
55116,Neutorstraße 19
24392,Große Straße 31
07743,Krautgasse 13
31134,Rosenhagen 20
46119,Fernewaldstraße 31
40479,Sternstraße 61a
16321,Breitscheidstraße 52
90552,Pegnitzgrund 2
41515,Bahnstraße 9
10827,Hauptstraße 30
82152,Gautinger Straße 49b 
03042,Jacques-Duclos-Platz 2
22177,Bramfelder Chaussee 28
10585,Otto-Suhr-Allee 108
46284,Freiheitsstraße 17
46045,Friedrich-Karl-Straße 50
58256,Lindenstraße 16
47167,Barbarastraße 94
66538,Bahnhofstraße 51-53
46325,Borkener Straße 20
49088,Bramscher Straße 146
13359,Prinzenallee 37
45964,Marktstraße 1
04109,Richard-Wagner-Straße 10
80799,Schellingstraße 22
30823,Konrad-Adenauer-Straße 2
10435,Kastanienallee 15
47057,Mülheimer Straße 78 
82140,Hauptstraße 67
50765,Chorbuschstraße 70a
30175,Hinüberstraße 13
68309,Freiberger Ring 12
93053,Benzstraße 7
10437,Lychener Straße 30
15320,Karl-Marx-Allee 11
15320,Karl-Marx-Allee 2
56377,Obertal 29
89077,Blaubeurer Straße 37
46282,Essener Straße 8
82234,Argelsrieder Feld 1H
33334,Isselhorster Straße 378
66649,Humweilerstraße 1
76133,Moltkestraße 79a
37170,Neustädter Platz 35
14057,Kaiserdamm 29
71282,Hochdorfer Straße 1
53881,Mönchstraße 4
78532,Möhringer Straße 109
01099,Alaunstraße 95
31134,Rosenhagen 20
10627,Kantstraße 60
21073,Deichhausweg 3
40476,Collenbachstraße 95
85586,Hauptstraße 3a
44287,Köln-Berliner Straße 69
80687,Elsenheimerstraße 49
22089,Wandsbeker Chaussee 201
51145,Bergerstraße 235
64807,Industriestraße 40
20251,Eppendorfer Marktplatz 8
80937,Bernaysstraße 10
48712,Schüringsweg 5
55543,Viktoriastraße 33
13409,Residenzstraße 76
47279,Dorfplatz 6
10439,Erich-Weinert-Straße 14
22609,Nienstedtener Straße 2d
35075,Marktstraße 11
81675,Kirchenstraße 44
40589,Kölner Landstraße 370
30890,Altenhofstraße 1
65185,Kaiser-Friedrich-Ring 61
30459,Göttinger Chaussee 111
01896,Königsbrücker Straße 123
45277,Langenberger Straße 471
86156,Ulmer Straße 164
63263,Bahnhofstraße 98
86482,Hauptstraße 35
22415,Flughafenstraße 83
65199,Moritz-Hilf-Platz 2
22761,Bahrenfelder Steindamm 44
12163,Schloßstraße 102
40468,Deikerstraße 47
30169,Goethestraße 45
10625,Leibnizstraße 20
23966,Lübsche Straße 146
97225,Brückenstraße 32
60320,Hansaallee 162
63762,Breite Straße 1
45138,Steeler Straße 220
12055,Braunschweiger Straße 12
47169,Rolfstraße 6
39108,Gerhart-Hauptmann-Straße 1
26757,Hindenburgstraße 97
12587,Bölschestraße 126
13347,Schulstraße 35
10627,Pestalozzistraße 33
23843,Hamburger Straße 3
48155,Wolbecker Straße 26
66121,Eschberger Weg 41
60528,Melibocusstraße 80
40670,Ingerweg 1
30459,Göttinger Chaussee 111
41063,Annakirchstraße 63
32584,Bahnhofstraße 21
12459,Edisonstraße 34
48431,Neuenkirchener Straße 216
08371,Wehrdigtstraße 23
52066,Adalbertsteinweg 174
89264,Günzburger Straße 33
48157,Handorfer Straße 39a
48165,Marktallee 45
33602,August-Bebel-Straße 116
32049,Mindener Straße 34
10627,Wilmersdorfer Straße 59
12359,Alt-Britz 61
70374,Ebitzweg 14
10625,Pestalozzistraße 106
32108,Schloßstraße 23
12051,Nogatstraße 30
12043,Karl-Marx-Straße 1
47495,Orsoyer Straße 23
45473,Aktienstraße 241
93354,Hopfenstraße 6B
41812,Kölner Straße 34
63322,Dieburger Straße 67
13353,Müllerstraße 28
68199,Friedrichstraße 8a
13086,Schönstraße 1a
45147,Gemarkenstraße 121
59075,Oswaldstraße 6
80636,Hilblestraße 20
35037,Bahnhofstraße 22
32423,Königswall 26
51491,Lindlarer Straße 118
10557,Altonaer Straße 20
65428,Friedhofstraße 33
50667,Alter Markt 36-42
47447,Friedrich-Ebert-Straße 7a 
47137,Unter den Ulmen 60
47179,Friedrich-Ebert-Straße 18
48149,Steinfurter Straße 3
94032,Neuburger Straße 85B
57392,Hauptstraße 14
59494,Windmühle 1
80801,Kurfürstenstraße 47
63065,Kaiserstraße 53
45711,Castroper Straße 40
51103,Kalker Hauptstraße 108-122
10407,Danziger Straße 144
82008,Bahnhofsweg 3
80802,Leopoldstraße 42
47057,Koloniestraße 98
45701,Poststraße 1
40625,Unter den Eichen 2
44532,Gahmener Straße 189
81543,Winterstraße 8
10115,Torstraße 176/178
15320,Karl-Marx-Allee 11
13409,Markstraße 5
09526,Bergstraße 3
12101,Manfred-von-Richthofen-Straße 13
47495,Rheinstraße 43 
91550,Nördlinger Straße 47 
60594,Dreieichstraße 11
56479,Reuscherstraße 7a
45136,Rellinghauser Straße 256
25524,Lindenstraße 150
70173,Hauptstätter Straße 39
12059,Harzer Straße 88
46149,Weierstraße 189
80797,Schleißheimer Straße 86
52062,Seilgraben 40
10707,Kurfürstendamm 166
44145,Münsterstraße 157 
12159,Hauptstraße 75
30165,Melanchthonstraße 56
38259,Eichendorffplatz 9
70794,Gewerbestraße 6
81379,Boschetsrieder Straße 140
01896,Kamenzer Straße 6D
47475,Rundstraße 39
40625,Kölner Tor 12
38259,Vorsalzer Straße 18b
85551,Räterstraße 19
12349,Christoph-Ruden-Straße 5
30171,Stephansplatz 6
79268,Hauptstraße 26
74613,Heilbronner Straße 1
50321,Balthasar-Neumann-Platz 2
44289,Lichtendorfer Straße 60
98646,Untere Marktstraße 1
80689,Senftenauerstraße 97
13055,Landsberger Allee 277
09423,Straße der Einheit 83
42899,Barmer Straße 8
63654,Kirchweg 8
60314,Daimlerstraße 27
33659,Buschkampstraße 143
45138,Kurfürstenstraße 1
85375,Bahnhofstraße 46
28832,Lerchenstraße 12b
47055,Fischerstraße 124
08451,Carthäuserstraße 12
49074,Dielingerstraße 29
30916,Ernst-Grote-Straße 14
76131,Ludwig-Wilhelm-Straße 9
12161,Rheinstraße 49
90459,Sperlingstraße 1
76889,Weinstraße 49
63179,Seligenstädter Straße 70
10437,Gleimstraße 41
27404,Kastanienweg 15a
76199,Neckarstraße 32
59590,Cranestraße 42
73430,Bahnhofstraße 97a
53359,Hauptstraße 54
31303,Moorstraße 63
79689,Blostweg 4
21614,Stader Straße 58
60486,Am Dammgraben 102
13595,Pichelsdorfer Straße 77
33602,August-Bebel-Straße 116
50259,Von-Frentz-Straße 8
24768,Flensburger Straße 16
85296,Waaler Straße 8
85405,Freisinger Straße 4
45891,Middelicher Straße 10
01099,Königsbrücker Straße 44
44143,Klönnestraße 40
22765,Holländische Reihe 1
85072,Weißenburger Straße 22
76646,Durlacher Straße 69
53332,Beethovenstraße 56
45891,Cranger Straße 373
21035,Weidenbaumsweg 85
48653,Coesfelder Straße 75
48155,Schillerstraße 90
53111,Bornheimer Straße 15
40233,Behrenstraße 44
66111,Mozartstraße 11
10245,Danneckerstraße 7
53173,Moltkestraße 46
76287,Am Wasen 3
10117,Seydelstraße 18
65185,Oranienstraße 14
63486,Atzemer Straße 4
80802,Marschallstraße 2
41749,Düsseldorfer Straße 60
21033,Kurt-A.-Körber-Chaussee 53
20357,Schäferkampsallee 41
06686,Lindenweg 20
61449,Bahnstraße 95
50829,Goldammerweg 22
10777,Fuggerstraße 27
76131,Kaiserstraße 20
69245,Hauptstraße 41
13439,Quickborner Straße 76
49324,Buersche Straße 74
45147,Gemarkenstraße 121 
38259,Vorsalzer Straße 18
99097,Kranichfelder Straße 59
56477,Hauptstraße 82
87634,Hammerschmiedeweg 1
41236,Friedrich-Ebert-Straße 275
31675,Wallstraße 76
70567,Plieninger Straße 10
61449,Bahnstraße 38
59519,Meister-Stütting-Straße 2
74842,Schefflenztalstraße 88
89518,Wilhelmstraße 48
51069,Heidestraße 225
87600,Bavariaring 3
10119,Rosenthaler Straße 67
67686,Schulstraße 10
54292,Bernkasteler Straße 2
93049,Annahofstraße 13
92637,Dr.-Martin-Luther-Straße 31
02827,Promenadenstraße 99
10178,Karl-Marx-Allee 4
84061,Hauptstraße 30
34121,Damaschkestraße 1
58300,An der Kirche 5a
31515,Neustädter Straße 9
32427,Kuhlenstraße 53
24966,Flensburger Straße 10
92421,Adolf-Kolping-Platz 1
58507,Knapper Straße 57
51545,Gartenstraße 5
08304,Hauptstraße 73
65510,Limburger Straße 51
52066,Adalbertsteinweg 265
52353,Hovener Straße 2
58239,Bahnhofstraße 34
33649,Carl-Severing-Straße 71
46244,Oberhofstraße 16
37269,Bahnhofstraße 6
87435,Lindauer Straße 17
50389,Entenfangstraße 67
60314,Hanauer Landstraße 119
10407,Hufelandstraße 22
57223,Hagener Straße 270
44145,Oestermärsch 83
10247,Voigtstraße 32
50939,Gottesweg 27
22159,Am Luisenhof 1
12209,Hildburghauser Straße 115
58730,Graf-Adolf-Straße 31
22761,Ruhrstraße 16
86159,Elisenstraße 2
42651,Kölner Straße 111
57462,Kölner Straße 7
45279,Dahlhauser Straße 180
64625,Nibelungenstraße 9
80807,Leopoldstraße 259
49080,Sutthauser Straße 116
81667,Orleansstraße 41
67549,Alzeyer Straße 43
97447,Lohmühlenweg 2
12439,Schnellerstraße 38
80935,Lerchenauer Straße 175
66482,Maxstraße 12
66538,Marktstraße 8
41751,Schirick 114
12163,Schloßstraße 1
89231,Bahnhofstraße 75
20146,Grindelallee 31
13439,Wilhelmsruher Damm 148
44809,Poststraße 100
17235,Wilhelm-Stolte-Straße 99
37081,Allerstraße 29
09228,Obere Hauptstraße 107
10115,Linienstraße 94
66589,Hauptstraße 118
73249,Hengenbachstraße 10
81241,Veldener Straße 140
52525,Boos-Fremery-Straße 23
70193,Schwabstraße 127
80686,Westendstraße 248
48155,Wolbecker Straße 27-29
46446,Großer Löwe 1
75173,Bleichstraße 10
41061,Alleestraße 1
22339,Hummelsbüttler Hauptstraße 35
44866,Hochstraße 12
30419,Schulenburger Landstraße 252
38122,Frankfurter Straße 7
27239,Kirchstraße 9
25746,Süderstraße 20
47051,Gutenbergstraße 10
49082,Paradiesweg 1
51469,Mülheimer Straße 125
33102,Balhornstraße 30
79539,Teichstraße 25
10997,Wrangelstraße 21a
67061,Pfalzgrafenstraße 28
56727,Brückenstraße 8
93133,Marktplatz 11
78462,Emmishofer Straße 1
59368,Hermann-Löns-Straße 1
30419,Altenauer Weg 5
38100,Gieseler 2
99817,Frauenberg 5
28217,St.-Magnus-Straße 58
45128,Rellinghauser Straße 90
12099,Oberlandstraße 87
35104,Waldecker Straße 54
47906,Umstraße 10
13357,Prinzenallee 18
21244,Lüneburger Straße 6
13597,Havelstraße 21
72144,Hechinger Straße 19
24576,Landweg 13
29323,Nienburger Straße 11
20253,Gärtnerstraße 68b
10435,Schönhauser Allee 156
86179,Landsberger Straße 57
61169,Wetteraustraße 115
59494,Jakobistraße 8-10
12355,Elly-Heuss-Knapp-Straße 21
85055,Friedrich-Ebert-Straße 54
98617,Eleonorenstraße 8
59557,Curiestraße 11
76877,Konrad-Lerch-Ring 7
44879,Hattinger Straße 806
44866,Hüller Straße 27
59425,Markt Königsborn 3
51069,Gierather Straße 26
12249,Beselerstraße 1
27753,Mühlenstraße 89
57076,Hauptmarkt 16-18
21107,Vogelhüttendeich 46
68161,R 3 1
28309,Sebaldsbrücker Heerstraße 162
53474,Heerstraße 54a
13359,Wollankstraße 95
20148,Rothenbaumchaussee 78
49074,Große Hamkenstraße 19
54451,Zerfer Straße 9
19230,Kießender Ring 33
33428,Schlehenweg 16
33602,Mauerstraße 54
65618,Am Schwimmbad 1
57518,Wilhelmstraße 124
04159,Georg-Schumann-Straße 189
58091,Sunderlohstraße 63
91054,Hauptstraße 117
66280,Justus-von-Liebig-Straße 10
12555,Kaulsdorfer Straße 129
60313,Große Friedberger Straße 34
97082,Weißenburgstraße 7
47059,Essenberger Straße 210
50823,Subbelrather Straße 181
52222,Rathausstraße 74
81671,Ampfingstraße 35
38440,Schillerstraße 1
10999,Reichenberger Straße 152
44795,Hattinger Straße 126
45127,Hindenburgstraße 7
65606,Weilburger Straße 5
60439,Praunheimer Weg 1
39106,Wittenberger Straße 21
48599,August-Hahn-Straße 107
68259,Mosbacher Straße 19
30827,Osterwalder Straße 12a
71229,Stohrerstraße 54
30629,Buchholzer Straße 2
37154,Schuhstraße 8
32423,Tonhallenstraße 4
13359,Drontheimer Straße 30
12685,Allee der Kosmonauten 151 C
99423,Friedensstraße 38
68169,Alphornstraße 51
56743,Bahnstraße 68
30165,Grenzweg 3
77977,Ritterstraße 19
68307,Kirschgartshäuser Straße 49a
35279,Bahnhofstraße 26
41179,Am Wickrather Tor 15
22307,Habichtsplatz 1
33154,Lange Straße 43
01277,Schandauer Straße 85
86167,Neuburger Straße 3
38259,Vöppstedter Tor 2a
98693,Marktstraße 5
20359,St. Pauli Fischmarkt 14
61169,Usagasse 13
33615,Stapenhorststraße EKZ Bültmannshof
68723,Luisenstraße 9
82008,Hofmarkweg 3
22527,Kieler Straße 685
44803,Velsstraße 109
42119,Kleeblatt 24
97638,Marktplatz 6
49074,Johannisstraße 106
76889,Weinstraße 49
10439,Wichertstraße 63
22529,Kollaustraße 8
29646,Bahnhofstraße 8
85049,Beckerstraße 19
58095,Bergstraße 39
20357,Schäferkampsallee 50
77833,Hauptstraße 23
29525,Am Königsberg 17
94474,Stadtplatz 4
18437,Carl-Heydemann-Ring 67a
23879,Grambeker Weg 154
32130,Bielefelder Straße 4
65343,Wilhelmstraße 9
21029,Bergedorfer Straße 138
69502,Am Schäffgraben 2
46145,Krähenstraße 46
39104,Otto-von-Guericke-Straße 64
10961,Mittenwalder Straße 6
14199,Berkaer Straße 39
35396,Marburger Straße 150 a
81669,Rosenheimer Straße 224
13403,Zobeltitzstraße 76
71554,Bei der langen Brücke 13
99085,Leipziger Straße 42
48336,Klingenhagen 4
13587,David-Francke-Straße 1
40721,Hans-Sachs-Straße 17
38444,Neue Straße 52
06122,Neustädter Passage 17
56341,Rheinuferstraße 44
12159,Hauptstraße 75
58509,Heedfelder Straße 23
42489,Goethestraße 13
06786,Neue Reihe 149A
04317,Oststraße 7
49716,Kirchstraße 4
19057,Ziegeleiweg 8a
50189,Köln-Aachener Straße 134
06217,Preußerstraße 17
40223,Martinstraße 11
10963,Anhalter Straße 1
78244,Hilzinger Straße 8
93049,Annahofstraße 13
56073,Koblenzer Straße 47
36037,Sebastianstraße 4
83734,Naturfreundestraße 6
56070,Herberichstraße 19
24534,Sedanstraße 17d
54292,Ruwerer Straße 55
55246,Uthmannstraße 2
87700,Wasserwerkweg 59
60594,Große Rittergasse 89
10715,Am Volkspark 85
54668,Bitburger Straße 19
